event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
114	1.11	Highway.node[1].appl	BrakingNoGui		0.0	0.0	5.0	1	63.6901	242.45	-9.20219e-06	13.89
660	1.21	Highway.node[1].appl	BrakingNoGui		-0.000107372	-0.00117023	5.0	1	65.0791	242.45	-3.30852e-05	13.89
1206	1.31	Highway.node[1].appl	BrakingNoGui		-0.000361069	-0.00182416	4.99999	1	66.4681	242.45	-5.08357e-05	13.89
1752	1.41	Highway.node[1].appl	BrakingNoGui		-0.000588597	-0.00144203	4.99999	1	67.8571	242.45	-5.31327e-05	13.8899
2298	1.51	Highway.node[1].appl	BrakingNoGui		-0.000764952	-0.00168663	4.99998	1	69.2461	242.45	-4.52091e-05	13.8899
2844	1.61	Highway.node[1].appl	BrakingNoGui		-0.000863624	-0.000986588	4.99998	1	70.6351	242.45	-2.72666e-05	13.8898
3390	1.71	Highway.node[1].appl	BrakingNoGui		-0.000888705	-0.00103437	4.99998	1	72.024	242.45	-8.81325e-06	13.8897
3936	1.81	Highway.node[1].appl	BrakingNoGui		-0.000915272	-0.00105103	4.99998	1	73.413	242.45	1.08186e-05	13.8896
4482	1.91	Highway.node[1].appl	BrakingNoGui		-0.000862915	-0.00025518	4.99998	1	74.802	242.45	3.06904e-05	13.8895
5036	2.01	Highway.node[1].appl	BrakingNoGui		-0.000759111	-0.000330127	4.99998	1	76.1909	242.45	4.16096e-05	13.8894
5582	2.11	Highway.node[1].appl	BrakingNoGui		-0.00069476	-0.000471778	4.99999	1	77.5798	242.45	4.65751e-05	13.8894
6128	2.21	Highway.node[1].appl	BrakingNoGui		-0.00059684	0.000135911	4.99999	1	78.9688	242.45	4.8179e-05	13.8893
6674	2.31	Highway.node[1].appl	BrakingNoGui		-0.000492274	-0.000152834	5.0	1	80.3577	242.45	4.11317e-05	13.8892
7220	2.41	Highway.node[1].appl	BrakingNoGui		-0.000464979	-0.000499349	5.0	1	81.7466	242.45	3.1987e-05	13.8892
7766	2.51	Highway.node[1].appl	BrakingNoGui		-0.000430688	-6.03599e-05	5.0	1	83.1355	242.45	2.60133e-05	13.8891
8312	2.61	Highway.node[1].appl	BrakingNoGui		-0.000403183	-0.000464315	5.00001	1	84.5244	242.45	1.94185e-05	13.8891
8858	2.71	Highway.node[1].appl	BrakingNoGui		-0.000378848	-8.03929e-05	5.00001	1	85.9134	242.45	1.67286e-05	13.8891
