event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
117	1.11	Highway.node[4].appl	BrakingNoGui		0.0	0.0	5.0	4	36.6901	242.45	0.0	13.89
663	1.21	Highway.node[4].appl	BrakingNoGui		0.0	0.0	5.0	4	38.0791	242.45	-3.11892e-06	13.89
1209	1.31	Highway.node[4].appl	BrakingNoGui		-0.000281393	-0.00188969	5.0	4	39.4681	242.45	-1.18746e-05	13.89
1755	1.41	Highway.node[4].appl	BrakingNoGui		-0.000545235	-0.00158863	5.0	4	40.8571	242.45	-1.73419e-05	13.8899
2301	1.51	Highway.node[4].appl	BrakingNoGui		-0.000758366	-0.00184927	5.0	4	42.2461	242.45	-1.93478e-05	13.8899
2847	1.61	Highway.node[4].appl	BrakingNoGui		-0.000887975	-0.00115793	4.99999	4	43.6351	242.45	-1.84642e-05	13.8898
3393	1.71	Highway.node[4].appl	BrakingNoGui		-0.00093388	-0.0011601	4.99999	4	45.024	242.45	-1.53703e-05	13.8897
3939	1.81	Highway.node[4].appl	BrakingNoGui		-0.000971519	-0.00113879	4.99999	4	46.413	242.45	-1.05985e-05	13.8896
4485	1.91	Highway.node[4].appl	BrakingNoGui		-0.00092342	-0.000327613	4.99999	4	47.802	242.45	-5.12415e-06	13.8895
5039	2.01	Highway.node[4].appl	BrakingNoGui		-0.000812542	-0.000330978	4.99999	4	49.1909	242.45	1.02466e-07	13.8894
5585	2.11	Highway.node[4].appl	BrakingNoGui		-0.000735265	-0.000435596	4.99999	4	50.5799	242.45	4.43319e-06	13.8893
6131	2.21	Highway.node[4].appl	BrakingNoGui		-0.000619895	0.000192068	4.99999	4	51.9688	242.45	7.14235e-06	13.8893
6677	2.31	Highway.node[4].appl	BrakingNoGui		-0.000496793	-6.50075e-05	4.99999	4	53.3577	242.45	8.10671e-06	13.8892
7223	2.41	Highway.node[4].appl	BrakingNoGui		-0.000455231	-0.000420881	4.99999	4	54.7466	242.45	7.81052e-06	13.8892
7769	2.51	Highway.node[4].appl	BrakingNoGui		-0.000410848	-7.81163e-06	4.99999	4	56.1355	242.45	6.4794e-06	13.8891
8315	2.61	Highway.node[4].appl	BrakingNoGui		-0.000377944	-0.00041636	4.99999	4	57.5245	242.45	4.48787e-06	13.8891
8861	2.71	Highway.node[4].appl	BrakingNoGui		-0.000353165	-6.82602e-05	4.99999	4	58.9134	242.45	2.23936e-06	13.8891
9407	2.81	Highway.node[4].appl	BrakingNoGui		-0.000269459	0.000258753	4.99999	4	60.3023	242.45	5.26914e-08	13.889
9953	2.91	Highway.node[4].appl	BrakingNoGui		-0.000227032	-0.000283454	4.99999	4	61.6912	242.45	-1.72452e-06	13.889
10507	3.01	Highway.node[4].appl	BrakingNoGui		-0.000219115	-7.01721e-05	4.99999	4	63.0801	242.45	-2.9097e-06	13.889
11053	3.11	Highway.node[4].appl	BrakingNoGui		-0.000171752	0.000141689	4.99999	4	64.469	242.45	-3.48729e-06	13.889
11599	3.21	Highway.node[4].appl	BrakingNoGui		-0.000171684	-0.000456504	4.99999	4	65.8579	242.45	-3.48395e-06	13.8889
12145	3.31	Highway.node[4].appl	BrakingNoGui		-0.000214368	-0.000314907	4.99999	4	67.2468	242.45	-2.90555e-06	13.8889
