event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
116	1.11	Highway.node[3].appl	BrakingNoGui		0.0	0.0	5.0	3	45.6901	242.45	0.0	13.89
662	1.21	Highway.node[3].appl	BrakingNoGui		-0.000103666	-0.00112983	5.0	3	47.0791	242.45	0.0	13.89
1208	1.31	Highway.node[3].appl	BrakingNoGui		-0.000355185	-0.0018015	5.0	3	48.4681	242.45	5.23234e-08	13.89
1754	1.41	Highway.node[3].appl	BrakingNoGui		-0.000584294	-0.00145334	5.0	3	49.8571	242.45	1.05792e-07	13.8899
2300	1.51	Highway.node[3].appl	BrakingNoGui		-0.000763461	-0.001694	5.0	3	51.2461	242.45	1.56552e-07	13.8899
2846	1.61	Highway.node[3].appl	BrakingNoGui		-0.000868956	-0.00103453	5.0	3	52.6351	242.45	2.47296e-07	13.8898
3392	1.71	Highway.node[3].appl	BrakingNoGui		-0.000893826	-0.00103136	5.0	3	54.024	242.45	2.78378e-07	13.8897
3938	1.81	Highway.node[3].appl	BrakingNoGui		-0.000919075	-0.00104701	5.0	3	55.413	242.45	3.33191e-07	13.8896
4484	1.91	Highway.node[3].appl	BrakingNoGui		-0.000868229	-0.000279258	5.0	3	56.802	242.45	3.89307e-07	13.8895
5038	2.01	Highway.node[3].appl	BrakingNoGui		-0.000763346	-0.000324737	5.0	3	58.1909	242.45	4.00192e-07	13.8894
5584	2.11	Highway.node[3].appl	BrakingNoGui		-0.000697558	-0.000465407	5.0	3	59.5798	242.45	4.14683e-07	13.8894
6130	2.21	Highway.node[3].appl	BrakingNoGui		-0.000601753	0.00011108	5.0	3	60.9688	242.45	4.24869e-07	13.8893
6676	2.31	Highway.node[3].appl	BrakingNoGui		-0.000493288	-0.000127535	5.0	3	62.3577	242.45	3.50643e-07	13.8892
7222	2.41	Highway.node[3].appl	BrakingNoGui		-0.000463386	-0.000482605	5.0	3	63.7466	242.45	2.96084e-07	13.8892
7768	2.51	Highway.node[3].appl	BrakingNoGui		-0.000427793	-5.99238e-05	5.0	3	65.1355	242.45	2.17433e-07	13.8891
8314	2.61	Highway.node[3].appl	BrakingNoGui		-0.000399676	-0.000452838	5.0	3	66.5244	242.45	1.3356e-07	13.8891
8860	2.71	Highway.node[3].appl	BrakingNoGui		-0.000375739	-8.706e-05	5.0	3	67.9134	242.45	6.31504e-08	13.8891
9406	2.81	Highway.node[3].appl	BrakingNoGui		-0.000289909	0.000257722	5.0	3	69.3023	242.45	-2.87046e-08	13.889
9952	2.91	Highway.node[3].appl	BrakingNoGui		-0.000242415	-0.000270081	5.0	3	70.6912	242.45	-7.96757e-08	13.889
10506	3.01	Highway.node[3].appl	BrakingNoGui		-0.000228145	-4.72525e-05	5.0	3	72.0801	242.45	-8.71699e-08	13.889
11052	3.11	Highway.node[3].appl	BrakingNoGui		-0.000174672	0.000169829	5.0	3	73.469	242.45	-9.81689e-08	13.889
11598	3.21	Highway.node[3].appl	BrakingNoGui		-0.000169169	-0.000428029	5.0	3	74.8579	242.45	-1.06412e-07	13.8889
12144	3.31	Highway.node[3].appl	BrakingNoGui		-0.00020688	-0.000290875	5.0	3	76.2467	242.45	-3.06264e-08	13.8889
12690	3.41	Highway.node[3].appl	BrakingNoGui		-0.000202744	-9.09705e-05	5.0	3	77.6356	242.45	2.88048e-08	13.8889
13236	3.51	Highway.node[3].appl	BrakingNoGui		-0.000164358	9.15889e-05	5.0	3	79.0245	242.45	7.65444e-08	13.8889
13782	3.61	Highway.node[3].appl	BrakingNoGui		-0.000104038	0.000230909	5.0	3	80.4134	242.45	1.06085e-07	13.8889
