
starttime;duration;leaderSpeed;frameErrorRate;startBraking;value;crashed;accLambda
2024-04-12 07:12:27;0:18:51;110;0.8;5.05;2.22282e-06;6.47;
2024-04-11 11:29:51;0:17:11;110;0.9;5.05;2.22282e-06;6.47;
2024-04-11 11:47:02;0:17:23;110;0.95;5.05;2.22282e-06;6.47;
2024-04-11 15:52:31;0:16:20;110;0.99;5.05;2.22282e-06;6.47;
2024-04-12 01:29:13;0:28:24;110;0;5.01;2.20282e-06;6.47;
2024-04-11 12:14:15;0:25:08;110;0.2;5.01;2.20282e-06;6.47;
2024-04-11 12:39:23;0:22:37;110;0.4;5.01;2.20282e-06;6.47;
2024-04-11 16:08:51;0:20:53;110;0.6;5.01;2.20282e-06;6.47;
2024-04-11 16:29:44;0:18:49;110;0.8;5.01;2.20282e-06;6.47;
2024-04-11 16:48:33;0:17:24;110;0.9;5.01;2.20282e-06;6.47;
2024-04-11 17:05:57;0:16:46;110;0.95;5.01;2.20282e-06;6.47;
2024-04-11 17:22:43;0:16:22;110;0.99;5.01;2.20282e-06;6.47;
2024-04-11 17:39:05;0:13:32;130;0;5;6.05936;6.68;
2024-04-11 17:52:37;0:13:05;130;0.2;5;6.05936;6.68;
2024-04-11 18:05:42;0:12:14;130;0.4;5;6.05936;6.68;
2024-04-11 18:17:56;0:11:37;130;0.6;5;6.05936;6.68;
2024-04-11 18:29:33;0:11:07;130;0.8;5;6.05936;6.68;
2024-04-11 18:40:40;0:10:49;130;0.9;5;6.05936;6.68;
2024-04-11 18:51:29;0:10:33;130;0.95;5;6.05936;6.68;
2024-04-11 19:02:02;0:10:51;130;0.99;5;6.05936;6.68;
2024-04-12 01:57:37;0:14:25;130;0;5.05;5.87473;6.68;
2024-04-11 19:13:49;0:13:01;130;0.2;5.05;5.87473;6.68;
2024-04-11 19:26:50;0:12:26;130;0.4;5.05;5.87473;6.68;
2024-04-12 02:12:02;0:11:34;130;0.6;5.05;5.87473;6.68;
2024-04-11 19:40:23;0:10:52;130;0.8;5.05;5.87473;6.68;
2024-04-12 02:23:36;0:10:35;130;0.9;5.05;5.87473;6.68;
2024-04-11 19:56:49;0:10:25;130;0.95;5.05;5.87473;6.68;
2024-04-12 02:34:12;0:10:10;130;0.99;5.05;5.87473;6.68;
2024-04-12 02:44:22;0:13:45;130;0;5.01;6.0219;6.68;
2024-04-11 20:28:21;0:13:23;130;0.2;5.01;6.0219;6.68;
2024-04-12 07:31:18;0:13:14;130;0.4;5.01;6.0219;6.68;
2024-04-11 20:48:16;0:11:33;130;0.6;5.01;6.0219;6.68;
2024-04-12 03:10:30;0:11:30;130;0.8;5.01;6.0219;6.68;
2024-04-12 03:22:00;0:10:32;130;0.9;5.01;6.0219;6.68;
2024-04-12 03:32:32;0:10:25;130;0.95;5.01;6.0219;6.68;
2024-04-11 21:16:49;0:10:32;130;0.99;5.01;6.0219;6.68;
2024-04-12 03:42:57;0:13:32;150;0;5;43.9616;7.35;
2024-04-11 21:34:23;0:12:41;150;0.2;5;43.9616;7.35;
2024-04-12 22:25:54;0:11:55;150;0.4;5;43.9616;7.35;
2024-04-12 07:45:35;0:11:22;150;0.6;5;43.9616;7.35;
2024-04-12 22:15:06;0:10:47;150;0.8;5;43.9616;7.35;
2024-04-12 04:06:57;0:10:48;150;0.9;5;43.9616;7.35;
2024-04-11 22:11:49;0:10:16;150;0.95;5;43.9616;7.35;
2024-04-12 08:08:41;0:09:59;150;0.99;5;43.9616;7.35;
2024-04-11 22:22:46;0:13:43;150;0;5.05;44.1585;7.35;
2024-04-12 04:19:05;0:13:12;150;0.2;5.05;44.1585;7.35;
2024-04-11 22:43:34;0:12:21;150;0.4;5.05;44.1585;7.35;
2024-04-11 22:55:55;0:11:15;150;0.6;5.05;44.1585;7.35;
2024-04-12 08:18:40;0:11:02;150;0.8;5.05;44.1585;7.35;
2024-04-12 04:35:26;0:11:05;150;0.9;5.05;44.1585;7.35;
2024-04-11 23:10:27;0:10:12;150;0.95;5.05;44.1585;7.35;
2024-04-12 04:46:31;0:10:15;150;0.99;5.05;44.1585;7.35;
2024-04-11 23:27:54;0:13:51;150;0;5.01;44.0013;7.35;
2024-04-11 23:41:45;0:13:16;150;0.2;5.01;44.0013;7.35;
2024-04-12 04:56:46;0:12:23;150;0.4;5.01;44.0013;7.35;
2024-04-12 05:09:09;0:11:28;150;0.6;5.01;44.0013;7.35;
2024-04-12 00:08:50;0:10:38;150;0.8;5.01;44.0013;7.35;
2024-04-12 00:19:28;0:10:22;150;0.9;5.01;44.0013;7.35;
2024-04-12 08:29:42;0:10:25;150;0.95;5.01;44.0013;7.35;
2024-04-12 05:22:59;0:10:04;150;0.99;5.01;44.0013;7.35;
2024-04-12 05:33:03;0:14:32;170;0;5;114.653;7.73;
2024-04-12 05:47:36;0:13:10;170;0.2;5;114.653;7.73;
2024-04-12 06:00:46;0:12:46;170;0.4;5;114.653;7.73;
2024-04-12 08:40:07;0:11:46;170;0.6;5;114.653;7.73;
2024-04-12 08:51:53;0:10:55;170;0.8;5;114.653;7.73;
2024-04-13 01:16:05;0:10:46;170;0.9;5;114.653;7.73;
2024-04-12 22:44:57;0:10:17;170;0.95;5;114.653;7.73;
2024-04-12 09:09:46;0:10:26;170;0.99;5;114.653;7.73;
2024-04-12 09:20:13;0:13:53;170;0;5.05;117.792;7.73;
2024-04-12 09:34:06;0:13:09;170;0.2;5.05;117.792;7.73;
2024-04-12 09:47:15;0:12:12;170;0.4;5.05;117.792;7.73;
2024-04-12 09:59:27;0:11:48;170;0.6;5.05;117.792;7.73;
2024-04-12 20:34:42;0:11:06;170;0.8;5.05;117.792;7.73;
2024-04-13 01:26:51;0:10:43;170;0.9;5.05;117.792;7.73;
2024-04-12 10:17:24;0:10:40;170;0.95;5.05;117.792;7.73;
2024-04-12 20:53:08;0:10:06;170;0.99;5.05;117.792;7.73;
2024-04-12 10:34:25;0:14:00;170;0;5.01;114.753;7.73;
2024-04-12 10:48:25;0:12:55;170;0.2;5.01;114.753;7.73;
2024-04-12 11:01:20;0:12:09;170;0.4;5.01;114.753;7.73;
2024-04-12 11:13:29;0:11:27;170;0.6;5.01;114.753;7.73;
2024-04-12 11:24:56;0:10:54;170;0.8;5.01;114.753;7.73;
2024-04-12 23:04:22;0:10:49;170;0.9;5.01;114.753;7.73;
2024-04-13 18:50:25;0:04:54;170;0.95;5.01;114.753;7.73;
2024-04-12 23:25:49;0:10:07;170;0.99;5.01;114.753;7.73;
