Iterations; Iterationswithoutimprovement; Evaluations;caccC1; caccOmegaN; caccXi
186; 175; 740;0.84232; 0.0142513; 115.345
186; 175; 744;0.84232; 0.0142513; 115.345
186; 175; 744;0.84232; 0.0142513; 115.345
187; 176; 744;0.84232; 0.0142513; 115.345
187; 176; 748;0.84232; 0.0142513; 115.345
187; 176; 748;0.84232; 0.0142513; 115.345
188; 177; 748;0.84232; 0.0142513; 115.345
188; 177; 752;0.84232; 0.0142513; 115.345
188; 177; 752;0.84232; 0.0142513; 115.345
189; 178; 752;0.84232; 0.0142513; 115.345
189; 178; 756;0.84232; 0.0142513; 115.345
189; 178; 756;0.84232; 0.0142513; 115.345
190; 179; 756;0.84232; 0.0142513; 115.345
190; 179; 760;0.84232; 0.0142513; 115.345
190; 179; 760;0.84232; 0.0142513; 115.345
191; 180; 760;0.84232; 0.0142513; 115.345
191; 180; 764;0.84232; 0.0142513; 115.345
191; 180; 764;0.84232; 0.0142513; 115.345
192; 181; 764;0.84232; 0.0142513; 115.345
192; 181; 768;0.84232; 0.0142513; 115.345
192; 181; 768;0.84232; 0.0142513; 115.345
193; 182; 768;0.84232; 0.0142513; 115.345
193; 182; 772;0.84232; 0.0142513; 115.345
193; 182; 772;0.84232; 0.0142513; 115.345
194; 183; 772;0.84232; 0.0142513; 115.345
194; 183; 776;0.84232; 0.0142513; 115.345
194; 183; 776;0.84232; 0.0142513; 115.345
195; 184; 776;0.84232; 0.0142513; 115.345
195; 184; 780;0.84232; 0.0142513; 115.345
195; 184; 780;0.84232; 0.0142513; 115.345
196; 185; 780;0.84232; 0.0142513; 115.345
196; 185; 784;0.84232; 0.0142513; 115.345
196; 185; 784;0.84232; 0.0142513; 115.345
197; 186; 784;0.84232; 0.0142513; 115.345
197; 186; 788;0.84232; 0.0142513; 115.345
197; 186; 788;0.84232; 0.0142513; 115.345
198; 187; 788;0.84232; 0.0142513; 115.345
198; 187; 792;0.84232; 0.0142513; 115.345
198; 187; 792;0.84232; 0.0142513; 115.345
199; 188; 792;0.84232; 0.0142513; 115.345
199; 188; 796;0.84232; 0.0142513; 115.345
199; 188; 796;0.84232; 0.0142513; 115.345
200; 189; 796;0.84232; 0.0142513; 115.345
200; 189; 800;0.84232; 0.0142513; 115.345
200; 189; 800;0.84232; 0.0142513; 115.345
201; 190; 800;0.84232; 0.0142513; 115.345
201; 190; 804;0.84232; 0.0142513; 115.345
201; 190; 804;0.84232; 0.0142513; 115.345
202; 191; 804;0.84232; 0.0142513; 115.345
202; 191; 808;0.84232; 0.0142513; 115.345
202; 191; 808;0.84232; 0.0142513; 115.345
203; 192; 808;0.84232; 0.0142513; 115.345
203; 192; 812;0.84232; 0.0142513; 115.345
203; 192; 812;0.84232; 0.0142513; 115.345
204; 193; 812;0.84232; 0.0142513; 115.345
204; 193; 816;0.84232; 0.0142513; 115.345
204; 193; 816;0.84232; 0.0142513; 115.345
205; 194; 816;0.84232; 0.0142513; 115.345
205; 194; 820;0.84232; 0.0142513; 115.345
205; 194; 820;0.84232; 0.0142513; 115.345
206; 195; 820;0.84232; 0.0142513; 115.345
206; 195; 824;0.84232; 0.0142513; 115.345
206; 195; 824;0.84232; 0.0142513; 115.345
207; 196; 824;0.84232; 0.0142513; 115.345
207; 196; 828;0.84232; 0.0142513; 115.345
207; 196; 828;0.84232; 0.0142513; 115.345
208; 197; 828;0.84232; 0.0142513; 115.345
208; 197; 832;0.84232; 0.0142513; 115.345
208; 197; 832;0.84232; 0.0142513; 115.345
209; 198; 832;0.84232; 0.0142513; 115.345
209; 198; 836;0.84232; 0.0142513; 115.345
209; 198; 836;0.84232; 0.0142513; 115.345
210; 199; 836;0.84232; 0.0142513; 115.345
210; 199; 840;0.84232; 0.0142513; 115.345
210; 199; 840;0.84232; 0.0142513; 115.345
211; 200; 840;0.84232; 0.0142513; 115.345
211; 200; 844;0.84232; 0.0142513; 115.345
211; 200; 844;0.84232; 0.0142513; 115.345
212; 201; 844;0.84232; 0.0142513; 115.345
212; 201; 848;0.84232; 0.0142513; 115.345
212; 201; 848;0.84232; 0.0142513; 115.345
213; 202; 848;0.84232; 0.0142513; 115.345
213; 202; 852;0.84232; 0.0142513; 115.345
213; 202; 852;0.84232; 0.0142513; 115.345
214; 203; 852;0.84232; 0.0142513; 115.345
214; 203; 856;0.84232; 0.0142513; 115.345
214; 203; 856;0.84232; 0.0142513; 115.345
215; 204; 856;0.84232; 0.0142513; 115.345
215; 204; 860;0.84232; 0.0142513; 115.345
215; 204; 860;0.84232; 0.0142513; 115.345
216; 205; 860;0.84232; 0.0142513; 115.345
216; 205; 864;0.84232; 0.0142513; 115.345
216; 205; 864;0.84232; 0.0142513; 115.345
217; 206; 864;0.84232; 0.0142513; 115.345
217; 206; 868;0.84232; 0.0142513; 115.345
217; 206; 868;0.84232; 0.0142513; 115.345
218; 207; 868;0.84232; 0.0142513; 115.345
218; 207; 872;0.84232; 0.0142513; 115.345
218; 207; 872;0.84232; 0.0142513; 115.345
219; 208; 872;0.84232; 0.0142513; 115.345
219; 208; 876;0.84232; 0.0142513; 115.345
219; 208; 876;0.84232; 0.0142513; 115.345
220; 209; 876;0.84232; 0.0142513; 115.345
220; 209; 880;0.84232; 0.0142513; 115.345
220; 209; 880;0.84232; 0.0142513; 115.345
221; 210; 880;0.84232; 0.0142513; 115.345
221; 210; 884;0.84232; 0.0142513; 115.345
221; 210; 884;0.84232; 0.0142513; 115.345
222; 211; 884;0.84232; 0.0142513; 115.345
222; 211; 888;0.84232; 0.0142513; 115.345
222; 211; 888;0.84232; 0.0142513; 115.345
223; 212; 888;0.84232; 0.0142513; 115.345
223; 212; 892;0.84232; 0.0142513; 115.345
223; 212; 892;0.84232; 0.0142513; 115.345
224; 213; 892;0.84232; 0.0142513; 115.345
224; 213; 896;0.84232; 0.0142513; 115.345
224; 213; 896;0.84232; 0.0142513; 115.345
225; 214; 896;0.84232; 0.0142513; 115.345
225; 214; 900;0.84232; 0.0142513; 115.345
225; 214; 900;0.84232; 0.0142513; 115.345
226; 215; 900;0.84232; 0.0142513; 115.345
226; 215; 904;0.84232; 0.0142513; 115.345
226; 215; 904;0.84232; 0.0142513; 115.345
227; 216; 904;0.84232; 0.0142513; 115.345
227; 216; 908;0.84232; 0.0142513; 115.345
227; 216; 908;0.84232; 0.0142513; 115.345
228; 217; 908;0.84232; 0.0142513; 115.345
228; 217; 912;0.84232; 0.0142513; 115.345
228; 217; 912;0.84232; 0.0142513; 115.345
229; 218; 912;0.84232; 0.0142513; 115.345
229; 218; 916;0.84232; 0.0142513; 115.345
229; 218; 916;0.84232; 0.0142513; 115.345
230; 219; 916;0.84232; 0.0142513; 115.345
230; 219; 920;0.84232; 0.0142513; 115.345
230; 219; 920;0.84232; 0.0142513; 115.345
231; 220; 920;0.84232; 0.0142513; 115.345
231; 220; 924;0.84232; 0.0142513; 115.345
231; 220; 924;0.84232; 0.0142513; 115.345
232; 221; 924;0.84232; 0.0142513; 115.345
232; 221; 928;0.84232; 0.0142513; 115.345
232; 221; 928;0.84232; 0.0142513; 115.345
233; 222; 928;0.84232; 0.0142513; 115.345
233; 222; 932;0.84232; 0.0142513; 115.345
233; 222; 932;0.84232; 0.0142513; 115.345
234; 223; 932;0.84232; 0.0142513; 115.345
234; 223; 936;0.84232; 0.0142513; 115.345
234; 223; 936;0.84232; 0.0142513; 115.345
235; 224; 936;0.84232; 0.0142513; 115.345
235; 224; 940;0.84232; 0.0142513; 115.345
235; 224; 940;0.84232; 0.0142513; 115.345
236; 225; 940;0.84232; 0.0142513; 115.345
236; 225; 944;0.84232; 0.0142513; 115.345
236; 225; 944;0.84232; 0.0142513; 115.345
237; 226; 944;0.84232; 0.0142513; 115.345
237; 226; 948;0.84232; 0.0142513; 115.345
237; 226; 948;0.84232; 0.0142513; 115.345
238; 227; 948;0.84232; 0.0142513; 115.345
238; 227; 952;0.84232; 0.0142513; 115.345
238; 227; 952;0.84232; 0.0142513; 115.345
239; 228; 952;0.84232; 0.0142513; 115.345
239; 228; 956;0.84232; 0.0142513; 115.345
239; 228; 956;0.84232; 0.0142513; 115.345
240; 229; 956;0.84232; 0.0142513; 115.345
240; 229; 960;0.84232; 0.0142513; 115.345
240; 229; 960;0.84232; 0.0142513; 115.345
241; 230; 960;0.84232; 0.0142513; 115.345
241; 230; 964;0.84232; 0.0142513; 115.345
241; 230; 964;0.84232; 0.0142513; 115.345
242; 231; 964;0.84232; 0.0142513; 115.345
242; 231; 968;0.84232; 0.0142513; 115.345
242; 231; 968;0.84232; 0.0142513; 115.345
243; 232; 968;0.84232; 0.0142513; 115.345
243; 232; 972;0.84232; 0.0142513; 115.345
243; 232; 972;0.84232; 0.0142513; 115.345
244; 233; 972;0.84232; 0.0142513; 115.345
244; 233; 976;0.84232; 0.0142513; 115.345
244; 233; 976;0.84232; 0.0142513; 115.345
245; 234; 976;0.84232; 0.0142513; 115.345
245; 234; 980;0.84232; 0.0142513; 115.345
245; 234; 980;0.84232; 0.0142513; 115.345
246; 235; 980;0.84232; 0.0142513; 115.345
246; 235; 984;0.84232; 0.0142513; 115.345
246; 235; 984;0.84232; 0.0142513; 115.345
247; 236; 984;0.84232; 0.0142513; 115.345
247; 236; 988;0.84232; 0.0142513; 115.345
247; 236; 988;0.84232; 0.0142513; 115.345
248; 237; 988;0.84232; 0.0142513; 115.345
248; 237; 992;0.84232; 0.0142513; 115.345
248; 237; 992;0.84232; 0.0142513; 115.345
249; 238; 992;0.84232; 0.0142513; 115.345
249; 238; 996;0.84232; 0.0142513; 115.345
249; 238; 996;0.84232; 0.0142513; 115.345
250; 239; 996;0.84232; 0.0142513; 115.345
250; 239; 1000;0.84232; 0.0142513; 115.345
250; 239; 1000;0.84232; 0.0142513; 115.345
251; 240; 1000;0.84232; 0.0142513; 115.345
251; 240; 1004;0.84232; 0.0142513; 115.345
251; 240; 1004;0.84232; 0.0142513; 115.345
252; 241; 1004;0.84232; 0.0142513; 115.345
252; 241; 1008;0.84232; 0.0142513; 115.345
252; 241; 1008;0.84232; 0.0142513; 115.345
253; 242; 1008;0.84232; 0.0142513; 115.345
253; 242; 1012;0.84232; 0.0142513; 115.345
253; 242; 1012;0.84232; 0.0142513; 115.345
254; 243; 1012;0.84232; 0.0142513; 115.345
254; 243; 1016;0.84232; 0.0142513; 115.345
254; 243; 1016;0.84232; 0.0142513; 115.345
255; 244; 1016;0.84232; 0.0142513; 115.345
255; 244; 1020;0.84232; 0.0142513; 115.345
255; 244; 1020;0.84232; 0.0142513; 115.345
256; 245; 1020;0.84232; 0.0142513; 115.345
256; 245; 1024;0.84232; 0.0142513; 115.345
256; 245; 1024;0.84232; 0.0142513; 115.345
257; 246; 1024;0.84232; 0.0142513; 115.345
257; 246; 1028;0.84232; 0.0142513; 115.345
257; 246; 1028;0.84232; 0.0142513; 115.345
258; 247; 1028;0.84232; 0.0142513; 115.345
258; 247; 1032;0.84232; 0.0142513; 115.345
258; 247; 1032;0.84232; 0.0142513; 115.345
259; 248; 1032;0.84232; 0.0142513; 115.345
259; 248; 1036;0.84232; 0.0142513; 115.345
259; 248; 1036;0.84232; 0.0142513; 115.345
260; 249; 1036;0.84232; 0.0142513; 115.345
260; 249; 1040;0.84232; 0.0142513; 115.345
260; 249; 1040;0.84232; 0.0142513; 115.345
261; 250; 1040;0.84232; 0.0142513; 115.345
261; 250; 1044;0.84232; 0.0142513; 115.345
261; 250; 1044;0.84232; 0.0142513; 115.345
262; 251; 1044;0.84232; 0.0142513; 115.345
262; 251; 1048;0.84232; 0.0142513; 115.345
262; 251; 1048;0.84232; 0.0142513; 115.345
263; 252; 1048;0.84232; 0.0142513; 115.345
263; 252; 1052;0.84232; 0.0142513; 115.345
263; 252; 1052;0.84232; 0.0142513; 115.345
264; 253; 1052;0.84232; 0.0142513; 115.345
264; 253; 1056;0.84232; 0.0142513; 115.345
264; 253; 1056;0.84232; 0.0142513; 115.345
265; 254; 1056;0.84232; 0.0142513; 115.345
265; 254; 1060;0.84232; 0.0142513; 115.345
265; 254; 1060;0.84232; 0.0142513; 115.345
266; 255; 1060;0.84232; 0.0142513; 115.345
266; 255; 1064;0.84232; 0.0142513; 115.345
266; 255; 1064;0.84232; 0.0142513; 115.345
267; 256; 1064;0.84232; 0.0142513; 115.345
267; 256; 1068;0.84232; 0.0142513; 115.345
267; 256; 1068;0.84232; 0.0142513; 115.345
268; 257; 1068;0.84232; 0.0142513; 115.345
268; 257; 1072;0.84232; 0.0142513; 115.345
268; 257; 1072;0.84232; 0.0142513; 115.345
269; 258; 1072;0.84232; 0.0142513; 115.345
269; 258; 1076;0.84232; 0.0142513; 115.345
269; 258; 1076;0.84232; 0.0142513; 115.345
270; 259; 1076;0.84232; 0.0142513; 115.345
270; 259; 1080;0.84232; 0.0142513; 115.345
270; 259; 1080;0.84232; 0.0142513; 115.345
271; 260; 1080;0.84232; 0.0142513; 115.345
271; 260; 1084;0.84232; 0.0142513; 115.345
271; 260; 1084;0.84232; 0.0142513; 115.345
272; 261; 1084;0.84232; 0.0142513; 115.345
272; 261; 1088;0.84232; 0.0142513; 115.345
272; 261; 1088;0.84232; 0.0142513; 115.345
273; 262; 1088;0.84232; 0.0142513; 115.345
273; 262; 1092;0.84232; 0.0142513; 115.345
273; 262; 1092;0.84232; 0.0142513; 115.345
274; 263; 1092;0.84232; 0.0142513; 115.345
274; 263; 1096;0.84232; 0.0142513; 115.345
274; 263; 1096;0.84232; 0.0142513; 115.345
275; 264; 1096;0.84232; 0.0142513; 115.345
275; 264; 1100;0.84232; 0.0142513; 115.345
275; 264; 1100;0.84232; 0.0142513; 115.345
276; 265; 1100;0.84232; 0.0142513; 115.345
276; 265; 1104;0.84232; 0.0142513; 115.345
276; 265; 1104;0.84232; 0.0142513; 115.345
277; 266; 1104;0.84232; 0.0142513; 115.345
277; 266; 1108;0.84232; 0.0142513; 115.345
277; 266; 1108;0.84232; 0.0142513; 115.345
278; 267; 1108;0.84232; 0.0142513; 115.345
278; 267; 1112;0.84232; 0.0142513; 115.345
278; 267; 1112;0.84232; 0.0142513; 115.345
279; 268; 1112;0.84232; 0.0142513; 115.345
279; 268; 1116;0.84232; 0.0142513; 115.345
279; 268; 1116;0.84232; 0.0142513; 115.345
280; 269; 1116;0.84232; 0.0142513; 115.345
280; 269; 1120;0.84232; 0.0142513; 115.345
280; 269; 1120;0.84232; 0.0142513; 115.345
281; 270; 1120;0.84232; 0.0142513; 115.345
281; 270; 1124;0.84232; 0.0142513; 115.345
281; 270; 1124;0.84232; 0.0142513; 115.345
282; 271; 1124;0.84232; 0.0142513; 115.345
282; 271; 1128;0.84232; 0.0142513; 115.345
282; 271; 1128;0.84232; 0.0142513; 115.345
283; 272; 1128;0.84232; 0.0142513; 115.345
283; 272; 1132;0.84232; 0.0142513; 115.345
283; 272; 1132;0.84232; 0.0142513; 115.345
284; 273; 1132;0.84232; 0.0142513; 115.345
284; 273; 1136;0.84232; 0.0142513; 115.345
284; 273; 1136;0.84232; 0.0142513; 115.345
285; 274; 1136;0.84232; 0.0142513; 115.345
285; 274; 1140;0.84232; 0.0142513; 115.345
285; 274; 1140;0.84232; 0.0142513; 115.345
286; 275; 1140;0.84232; 0.0142513; 115.345
286; 275; 1144;0.84232; 0.0142513; 115.345
286; 275; 1144;0.84232; 0.0142513; 115.345
287; 276; 1144;0.84232; 0.0142513; 115.345
287; 276; 1148;0.84232; 0.0142513; 115.345
287; 276; 1148;0.84232; 0.0142513; 115.345
288; 277; 1148;0.84232; 0.0142513; 115.345
288; 277; 1152;0.84232; 0.0142513; 115.345
288; 277; 1152;0.84232; 0.0142513; 115.345
289; 278; 1152;0.84232; 0.0142513; 115.345
289; 278; 1156;0.84232; 0.0142513; 115.345
289; 278; 1156;0.84232; 0.0142513; 115.345
290; 279; 1156;0.84232; 0.0142513; 115.345
290; 279; 1160;0.84232; 0.0142513; 115.345
290; 279; 1160;0.84232; 0.0142513; 115.345
291; 280; 1160;0.84232; 0.0142513; 115.345
291; 280; 1164;0.84232; 0.0142513; 115.345
291; 280; 1164;0.84232; 0.0142513; 115.345
292; 281; 1164;0.84232; 0.0142513; 115.345
292; 281; 1168;0.84232; 0.0142513; 115.345
292; 281; 1168;0.84232; 0.0142513; 115.345
293; 282; 1168;0.84232; 0.0142513; 115.345
293; 282; 1172;0.84232; 0.0142513; 115.345
293; 282; 1172;0.84232; 0.0142513; 115.345
294; 283; 1172;0.84232; 0.0142513; 115.345
294; 283; 1176;0.84232; 0.0142513; 115.345
294; 283; 1176;0.84232; 0.0142513; 115.345
295; 284; 1176;0.84232; 0.0142513; 115.345
295; 284; 1180;0.84232; 0.0142513; 115.345
295; 284; 1180;0.84232; 0.0142513; 115.345
296; 285; 1180;0.84232; 0.0142513; 115.345
296; 285; 1184;0.84232; 0.0142513; 115.345
296; 285; 1184;0.84232; 0.0142513; 115.345
297; 286; 1184;0.84232; 0.0142513; 115.345
297; 286; 1188;0.84232; 0.0142513; 115.345
297; 286; 1188;0.84232; 0.0142513; 115.345
298; 287; 1188;0.84232; 0.0142513; 115.345
298; 287; 1192;0.84232; 0.0142513; 115.345
298; 287; 1192;0.84232; 0.0142513; 115.345
299; 288; 1192;0.84232; 0.0142513; 115.345
299; 288; 1196;0.84232; 0.0142513; 115.345
299; 288; 1196;0.84232; 0.0142513; 115.345
300; 289; 1196;0.84232; 0.0142513; 115.345
300; 289; 1200;0.84232; 0.0142513; 115.345
300; 289; 1200;0.84232; 0.0142513; 115.345
301; 290; 1200;0.84232; 0.0142513; 115.345
301; 290; 1204;0.84232; 0.0142513; 115.345
301; 290; 1204;0.84232; 0.0142513; 115.345
302; 291; 1204;0.84232; 0.0142513; 115.345
302; 291; 1208;0.84232; 0.0142513; 115.345
302; 291; 1208;0.84232; 0.0142513; 115.345
303; 292; 1208;0.84232; 0.0142513; 115.345
303; 292; 1212;0.84232; 0.0142513; 115.345
303; 292; 1212;0.84232; 0.0142513; 115.345
304; 293; 1212;0.84232; 0.0142513; 115.345
304; 293; 1216;0.84232; 0.0142513; 115.345
304; 293; 1216;0.84232; 0.0142513; 115.345
305; 294; 1216;0.84232; 0.0142513; 115.345
305; 294; 1220;0.84232; 0.0142513; 115.345
305; 294; 1220;0.84232; 0.0142513; 115.345
306; 295; 1220;0.84232; 0.0142513; 115.345
306; 295; 1224;0.84232; 0.0142513; 115.345
306; 295; 1224;0.84232; 0.0142513; 115.345
307; 296; 1224;0.84232; 0.0142513; 115.345
307; 296; 1228;0.84232; 0.0142513; 115.345
307; 296; 1228;0.84232; 0.0142513; 115.345
308; 297; 1228;0.84232; 0.0142513; 115.345
308; 297; 1232;0.84232; 0.0142513; 115.345
308; 297; 1232;0.84232; 0.0142513; 115.345
309; 298; 1232;0.84232; 0.0142513; 115.345
309; 298; 1236;0.84232; 0.0142513; 115.345
309; 298; 1236;0.84232; 0.0142513; 115.345
310; 299; 1236;0.84232; 0.0142513; 115.345
310; 299; 1240;0.84232; 0.0142513; 115.345
310; 299; 1240;0.84232; 0.0142513; 115.345
311; 300; 1240;0.84232; 0.0142513; 115.345
311; 300; 1244;0.84232; 0.0142513; 115.345
311; 300; 1244;0.84232; 0.0142513; 115.345
312; 301; 1244;0.84232; 0.0142513; 115.345
312; 301; 1248;0.84232; 0.0142513; 115.345
312; 301; 1248;0.84232; 0.0142513; 115.345
313; 302; 1248;0.84232; 0.0142513; 115.345
313; 302; 1252;0.84232; 0.0142513; 115.345
313; 302; 1252;0.84232; 0.0142513; 115.345
314; 303; 1252;0.84232; 0.0142513; 115.345
314; 303; 1256;0.84232; 0.0142513; 115.345
314; 303; 1256;0.84232; 0.0142513; 115.345
315; 304; 1256;0.84232; 0.0142513; 115.345
315; 304; 1260;0.84232; 0.0142513; 115.345
315; 304; 1260;0.84232; 0.0142513; 115.345
316; 305; 1260;0.84232; 0.0142513; 115.345
316; 305; 1264;0.84232; 0.0142513; 115.345
316; 305; 1264;0.84232; 0.0142513; 115.345
317; 306; 1264;0.84232; 0.0142513; 115.345
317; 306; 1268;0.84232; 0.0142513; 115.345
317; 306; 1268;0.84232; 0.0142513; 115.345
318; 307; 1268;0.84232; 0.0142513; 115.345
318; 307; 1272;0.84232; 0.0142513; 115.345
318; 307; 1272;0.84232; 0.0142513; 115.345
319; 308; 1272;0.84232; 0.0142513; 115.345
319; 308; 1276;0.84232; 0.0142513; 115.345
319; 308; 1276;0.84232; 0.0142513; 115.345
320; 309; 1276;0.84232; 0.0142513; 115.345
320; 309; 1280;0.84232; 0.0142513; 115.345
320; 309; 1280;0.84232; 0.0142513; 115.345
321; 310; 1280;0.84232; 0.0142513; 115.345
321; 310; 1284;0.84232; 0.0142513; 115.345
321; 310; 1284;0.84232; 0.0142513; 115.345
322; 311; 1284;0.84232; 0.0142513; 115.345
322; 311; 1288;0.84232; 0.0142513; 115.345
322; 311; 1288;0.84232; 0.0142513; 115.345
323; 312; 1288;0.84232; 0.0142513; 115.345
323; 312; 1292;0.84232; 0.0142513; 115.345
323; 312; 1292;0.84232; 0.0142513; 115.345
324; 313; 1292;0.84232; 0.0142513; 115.345
324; 313; 1296;0.84232; 0.0142513; 115.345
324; 313; 1296;0.84232; 0.0142513; 115.345
325; 314; 1296;0.84232; 0.0142513; 115.345
325; 314; 1300;0.84232; 0.0142513; 115.345
325; 314; 1300;0.84232; 0.0142513; 115.345
326; 315; 1300;0.84232; 0.0142513; 115.345
326; 315; 1304;0.84232; 0.0142513; 115.345
326; 315; 1304;0.84232; 0.0142513; 115.345
327; 316; 1304;0.84232; 0.0142513; 115.345
327; 316; 1308;0.84232; 0.0142513; 115.345
327; 316; 1308;0.84232; 0.0142513; 115.345
328; 317; 1308;0.84232; 0.0142513; 115.345
328; 317; 1312;0.84232; 0.0142513; 115.345
328; 317; 1312;0.84232; 0.0142513; 115.345
329; 318; 1312;0.84232; 0.0142513; 115.345
329; 318; 1316;0.84232; 0.0142513; 115.345
329; 318; 1316;0.84232; 0.0142513; 115.345
330; 319; 1316;0.84232; 0.0142513; 115.345
330; 319; 1320;0.84232; 0.0142513; 115.345
330; 319; 1320;0.84232; 0.0142513; 115.345
331; 320; 1320;0.84232; 0.0142513; 115.345
331; 320; 1324;0.84232; 0.0142513; 115.345
331; 320; 1324;0.84232; 0.0142513; 115.345
332; 321; 1324;0.84232; 0.0142513; 115.345
332; 321; 1328;0.84232; 0.0142513; 115.345
332; 321; 1328;0.84232; 0.0142513; 115.345
333; 322; 1328;0.84232; 0.0142513; 115.345
333; 322; 1332;0.84232; 0.0142513; 115.345
333; 322; 1332;0.84232; 0.0142513; 115.345
334; 323; 1332;0.84232; 0.0142513; 115.345
334; 323; 1336;0.84232; 0.0142513; 115.345
334; 323; 1336;0.84232; 0.0142513; 115.345
335; 324; 1336;0.84232; 0.0142513; 115.345
335; 324; 1340;0.84232; 0.0142513; 115.345
335; 324; 1340;0.84232; 0.0142513; 115.345
336; 325; 1340;0.84232; 0.0142513; 115.345
336; 325; 1344;0.84232; 0.0142513; 115.345
336; 325; 1344;0.84232; 0.0142513; 115.345
337; 326; 1344;0.84232; 0.0142513; 115.345
337; 326; 1348;0.84232; 0.0142513; 115.345
337; 326; 1348;0.84232; 0.0142513; 115.345
338; 327; 1348;0.84232; 0.0142513; 115.345
338; 327; 1352;0.84232; 0.0142513; 115.345
338; 327; 1352;0.84232; 0.0142513; 115.345
339; 328; 1352;0.84232; 0.0142513; 115.345
339; 328; 1356;0.84232; 0.0142513; 115.345
339; 328; 1356;0.84232; 0.0142513; 115.345
340; 329; 1356;0.84232; 0.0142513; 115.345
340; 329; 1360;0.84232; 0.0142513; 115.345
340; 329; 1360;0.84232; 0.0142513; 115.345
341; 330; 1360;0.84232; 0.0142513; 115.345
341; 330; 1364;0.84232; 0.0142513; 115.345
341; 330; 1364;0.84232; 0.0142513; 115.345
342; 331; 1364;0.84232; 0.0142513; 115.345
342; 331; 1368;0.84232; 0.0142513; 115.345
342; 331; 1368;0.84232; 0.0142513; 115.345
343; 332; 1368;0.84232; 0.0142513; 115.345
343; 332; 1372;0.84232; 0.0142513; 115.345
343; 332; 1372;0.84232; 0.0142513; 115.345
344; 333; 1372;0.84232; 0.0142513; 115.345
344; 333; 1376;0.84232; 0.0142513; 115.345
344; 333; 1376;0.84232; 0.0142513; 115.345
345; 334; 1376;0.84232; 0.0142513; 115.345
345; 334; 1380;0.84232; 0.0142513; 115.345
345; 334; 1380;0.84232; 0.0142513; 115.345
346; 335; 1380;0.84232; 0.0142513; 115.345
346; 335; 1384;0.84232; 0.0142513; 115.345
346; 335; 1384;0.84232; 0.0142513; 115.345
347; 336; 1384;0.84232; 0.0142513; 115.345
347; 336; 1388;0.84232; 0.0142513; 115.345
347; 336; 1388;0.84232; 0.0142513; 115.345
348; 337; 1388;0.84232; 0.0142513; 115.345
348; 337; 1392;0.84232; 0.0142513; 115.345
348; 337; 1392;0.84232; 0.0142513; 115.345
349; 338; 1392;0.84232; 0.0142513; 115.345
349; 338; 1396;0.84232; 0.0142513; 115.345
349; 338; 1396;0.339412; 1.75209; 2.09145
350; 0; 1396;0.339412; 1.75209; 2.09145
350; 0; 1400;0.339412; 1.75209; 2.09145
350; 0; 1400;0.339412; 1.75209; 2.09145
351; 1; 1400;0.339412; 1.75209; 2.09145
351; 1; 1404;0.339412; 1.75209; 2.09145
351; 1; 1404;0.339412; 1.75209; 2.09145
352; 2; 1404;0.339412; 1.75209; 2.09145
352; 2; 1408;0.339412; 1.75209; 2.09145
352; 2; 1408;0.339412; 1.75209; 2.09145
353; 3; 1408;0.339412; 1.75209; 2.09145
353; 3; 1412;0.339412; 1.75209; 2.09145
353; 3; 1412;0.339412; 1.75209; 2.09145
354; 4; 1412;0.339412; 1.75209; 2.09145
354; 4; 1416;0.339412; 1.75209; 2.09145
354; 4; 1416;0.339412; 1.75209; 2.09145
355; 5; 1416;0.339412; 1.75209; 2.09145
355; 5; 1420;0.339412; 1.75209; 2.09145
355; 5; 1420;0.339412; 1.75209; 2.09145
356; 6; 1420;0.339412; 1.75209; 2.09145
356; 6; 1424;0.339412; 1.75209; 2.09145
356; 6; 1424;0.339412; 1.75209; 2.09145
357; 7; 1424;0.339412; 1.75209; 2.09145
357; 7; 1428;0.339412; 1.75209; 2.09145
357; 7; 1428;0.339412; 1.75209; 2.09145
358; 8; 1428;0.339412; 1.75209; 2.09145
358; 8; 1432;0.339412; 1.75209; 2.09145
358; 8; 1432;0.339412; 1.75209; 2.09145
359; 9; 1432;0.339412; 1.75209; 2.09145
359; 9; 1436;0.339412; 1.75209; 2.09145
359; 9; 1436;0.339412; 1.75209; 2.09145
360; 10; 1436;0.339412; 1.75209; 2.09145
360; 10; 1440;0.339412; 1.75209; 2.09145
360; 10; 1440;0.339412; 1.75209; 2.09145
361; 11; 1440;0.339412; 1.75209; 2.09145
361; 11; 1444;0.339412; 1.75209; 2.09145
361; 11; 1444;0.339412; 1.75209; 2.09145
362; 12; 1444;0.339412; 1.75209; 2.09145
362; 12; 1448;0.339412; 1.75209; 2.09145
362; 12; 1448;0.339412; 1.75209; 2.09145
363; 13; 1448;0.339412; 1.75209; 2.09145
363; 13; 1452;0.339412; 1.75209; 2.09145
363; 13; 1452;0.339412; 1.75209; 2.09145
364; 14; 1452;0.339412; 1.75209; 2.09145
364; 14; 1456;0.339412; 1.75209; 2.09145
364; 14; 1456;0.339412; 1.75209; 2.09145
365; 15; 1456;0.339412; 1.75209; 2.09145
365; 15; 1460;0.339412; 1.75209; 2.09145
365; 15; 1460;0.339412; 1.75209; 2.09145
366; 16; 1460;0.339412; 1.75209; 2.09145
366; 16; 1464;0.339412; 1.75209; 2.09145
366; 16; 1464;0.339412; 1.75209; 2.09145
367; 17; 1464;0.339412; 1.75209; 2.09145
