Iterations; Iterationswithoutimprovement; Evaluations;caccC1; caccOmegaN; caccXi
1339; 641; 5352;0.766413; 1.96062; 5.8015
1339; 641; 5356;0.766413; 1.96062; 5.8015
1339; 641; 5356;0.766413; 1.96062; 5.8015
1340; 642; 5356;0.766413; 1.96062; 5.8015
1340; 642; 5360;0.766413; 1.96062; 5.8015
1340; 642; 5360;0.766413; 1.96062; 5.8015
1341; 643; 5360;0.766413; 1.96062; 5.8015
1341; 643; 5364;0.766413; 1.96062; 5.8015
1341; 643; 5364;0.766413; 1.96062; 5.8015
1342; 644; 5364;0.766413; 1.96062; 5.8015
1342; 644; 5368;0.766413; 1.96062; 5.8015
1342; 644; 5368;0.766413; 1.96062; 5.8015
1343; 645; 5368;0.766413; 1.96062; 5.8015
1343; 645; 5372;0.766413; 1.96062; 5.8015
1343; 645; 5372;0.766413; 1.96062; 5.8015
1344; 646; 5372;0.766413; 1.96062; 5.8015
1344; 646; 5376;0.766413; 1.96062; 5.8015
1344; 646; 5376;0.766413; 1.96062; 5.8015
1345; 647; 5376;0.766413; 1.96062; 5.8015
1345; 647; 5380;0.766413; 1.96062; 5.8015
1345; 647; 5380;0.766413; 1.96062; 5.8015
1346; 648; 5380;0.766413; 1.96062; 5.8015
1346; 648; 5384;0.766413; 1.96062; 5.8015
1346; 648; 5384;0.766413; 1.96062; 5.8015
1347; 649; 5384;0.766413; 1.96062; 5.8015
1347; 649; 5388;0.766413; 1.96062; 5.8015
1347; 649; 5388;0.766413; 1.96062; 5.8015
1348; 650; 5388;0.766413; 1.96062; 5.8015
1348; 650; 5392;0.766413; 1.96062; 5.8015
1348; 650; 5392;0.766413; 1.96062; 5.8015
1349; 651; 5392;0.766413; 1.96062; 5.8015
1349; 651; 5396;0.766413; 1.96062; 5.8015
1349; 651; 5396;0.766413; 1.96062; 5.8015
1350; 652; 5396;0.766413; 1.96062; 5.8015
1350; 652; 5400;0.766413; 1.96062; 5.8015
1350; 652; 5400;0.766413; 1.96062; 5.8015
1351; 653; 5400;0.766413; 1.96062; 5.8015
1351; 653; 5404;0.766413; 1.96062; 5.8015
1351; 653; 5404;0.766413; 1.96062; 5.8015
1352; 654; 5404;0.766413; 1.96062; 5.8015
1352; 654; 5408;0.766413; 1.96062; 5.8015
1352; 654; 5408;0.766413; 1.96062; 5.8015
1353; 655; 5408;0.766413; 1.96062; 5.8015
1353; 655; 5412;0.766413; 1.96062; 5.8015
1353; 655; 5412;0.766413; 1.96062; 5.8015
1354; 656; 5412;0.766413; 1.96062; 5.8015
1354; 656; 5416;0.766413; 1.96062; 5.8015
1354; 656; 5416;0.766413; 1.96062; 5.8015
1355; 657; 5416;0.766413; 1.96062; 5.8015
1355; 657; 5420;0.766413; 1.96062; 5.8015
1355; 657; 5420;0.766413; 1.96062; 5.8015
1356; 658; 5420;0.766413; 1.96062; 5.8015
1356; 658; 5424;0.766413; 1.96062; 5.8015
1356; 658; 5424;0.766413; 1.96062; 5.8015
1357; 659; 5424;0.766413; 1.96062; 5.8015
1357; 659; 5428;0.766413; 1.96062; 5.8015
1357; 659; 5428;0.766413; 1.96062; 5.8015
1358; 660; 5428;0.766413; 1.96062; 5.8015
1358; 660; 5432;0.766413; 1.96062; 5.8015
1358; 660; 5432;0.766413; 1.96062; 5.8015
1359; 661; 5432;0.766413; 1.96062; 5.8015
1359; 661; 5436;0.766413; 1.96062; 5.8015
1359; 661; 5436;0.766413; 1.96062; 5.8015
1360; 662; 5436;0.766413; 1.96062; 5.8015
1360; 662; 5440;0.766413; 1.96062; 5.8015
1360; 662; 5440;0.766413; 1.96062; 5.8015
1361; 663; 5440;0.766413; 1.96062; 5.8015
1361; 663; 5444;0.766413; 1.96062; 5.8015
1361; 663; 5444;0.766413; 1.96062; 5.8015
1362; 664; 5444;0.766413; 1.96062; 5.8015
1362; 664; 5448;0.766413; 1.96062; 5.8015
1362; 664; 5448;0.766413; 1.96062; 5.8015
1363; 665; 5448;0.766413; 1.96062; 5.8015
1363; 665; 5452;0.766413; 1.96062; 5.8015
1363; 665; 5452;0.766413; 1.96062; 5.8015
1364; 666; 5452;0.766413; 1.96062; 5.8015
1364; 666; 5456;0.766413; 1.96062; 5.8015
1364; 666; 5456;0.766413; 1.96062; 5.8015
1365; 667; 5456;0.766413; 1.96062; 5.8015
1365; 667; 5460;0.766413; 1.96062; 5.8015
1365; 667; 5460;0.766413; 1.96062; 5.8015
1366; 668; 5460;0.766413; 1.96062; 5.8015
1366; 668; 5464;0.766413; 1.96062; 5.8015
1366; 668; 5464;0.766413; 1.96062; 5.8015
1367; 669; 5464;0.766413; 1.96062; 5.8015
1367; 669; 5468;0.766413; 1.96062; 5.8015
1367; 669; 5468;0.766413; 1.96062; 5.8015
1368; 670; 5468;0.766413; 1.96062; 5.8015
1368; 670; 5472;0.766413; 1.96062; 5.8015
1368; 670; 5472;0.766413; 1.96062; 5.8015
1369; 671; 5472;0.766413; 1.96062; 5.8015
1369; 671; 5476;0.766413; 1.96062; 5.8015
1369; 671; 5476;0.766413; 1.96062; 5.8015
1370; 672; 5476;0.766413; 1.96062; 5.8015
1370; 672; 5480;0.766413; 1.96062; 5.8015
1370; 672; 5480;0.766413; 1.96062; 5.8015
1371; 673; 5480;0.766413; 1.96062; 5.8015
1371; 673; 5484;0.766413; 1.96062; 5.8015
1371; 673; 5484;0.766413; 1.96062; 5.8015
1372; 674; 5484;0.766413; 1.96062; 5.8015
1372; 674; 5488;0.766413; 1.96062; 5.8015
1372; 674; 5488;0.766413; 1.96062; 5.8015
1373; 675; 5488;0.766413; 1.96062; 5.8015
1373; 675; 5492;0.766413; 1.96062; 5.8015
1373; 675; 5492;0.766413; 1.96062; 5.8015
1374; 676; 5492;0.766413; 1.96062; 5.8015
1374; 676; 5496;0.766413; 1.96062; 5.8015
1374; 676; 5496;0.766413; 1.96062; 5.8015
1375; 677; 5496;0.766413; 1.96062; 5.8015
1375; 677; 5500;0.766413; 1.96062; 5.8015
1375; 677; 5500;0.766413; 1.96062; 5.8015
1376; 678; 5500;0.766413; 1.96062; 5.8015
1376; 678; 5504;0.766413; 1.96062; 5.8015
1376; 678; 5504;0.766413; 1.96062; 5.8015
1377; 679; 5504;0.766413; 1.96062; 5.8015
1377; 679; 5508;0.766413; 1.96062; 5.8015
1377; 679; 5508;0.766413; 1.96062; 5.8015
1378; 680; 5508;0.766413; 1.96062; 5.8015
1378; 680; 5512;0.766413; 1.96062; 5.8015
1378; 680; 5512;0.766413; 1.96062; 5.8015
1379; 681; 5512;0.766413; 1.96062; 5.8015
1379; 681; 5516;0.766413; 1.96062; 5.8015
1379; 681; 5516;0.766413; 1.96062; 5.8015
1380; 682; 5516;0.766413; 1.96062; 5.8015
1380; 682; 5520;0.766413; 1.96062; 5.8015
1380; 682; 5520;0.766413; 1.96062; 5.8015
1381; 683; 5520;0.766413; 1.96062; 5.8015
1381; 683; 5524;0.766413; 1.96062; 5.8015
1381; 683; 5524;0.766413; 1.96062; 5.8015
1382; 684; 5524;0.766413; 1.96062; 5.8015
1382; 684; 5528;0.766413; 1.96062; 5.8015
1382; 684; 5528;0.766413; 1.96062; 5.8015
1383; 685; 5528;0.766413; 1.96062; 5.8015
1383; 685; 5532;0.766413; 1.96062; 5.8015
1383; 685; 5532;0.766413; 1.96062; 5.8015
1384; 686; 5532;0.766413; 1.96062; 5.8015
1384; 686; 5536;0.766413; 1.96062; 5.8015
1384; 686; 5536;0.766413; 1.96062; 5.8015
1385; 687; 5536;0.766413; 1.96062; 5.8015
1385; 687; 5540;0.766413; 1.96062; 5.8015
1385; 687; 5540;0.766413; 1.96062; 5.8015
1386; 688; 5540;0.766413; 1.96062; 5.8015
1386; 688; 5544;0.766413; 1.96062; 5.8015
1386; 688; 5544;0.766413; 1.96062; 5.8015
1387; 689; 5544;0.766413; 1.96062; 5.8015
1387; 689; 5548;0.766413; 1.96062; 5.8015
1387; 689; 5548;0.766413; 1.96062; 5.8015
1388; 690; 5548;0.766413; 1.96062; 5.8015
1388; 690; 5552;0.766413; 1.96062; 5.8015
1388; 690; 5552;0.766413; 1.96062; 5.8015
1389; 691; 5552;0.766413; 1.96062; 5.8015
1389; 691; 5556;0.766413; 1.96062; 5.8015
1389; 691; 5556;0.766413; 1.96062; 5.8015
1390; 692; 5556;0.766413; 1.96062; 5.8015
1390; 692; 5560;0.766413; 1.96062; 5.8015
1390; 692; 5560;0.766413; 1.96062; 5.8015
1391; 693; 5560;0.766413; 1.96062; 5.8015
1391; 693; 5564;0.766413; 1.96062; 5.8015
1391; 693; 5564;0.766413; 1.96062; 5.8015
1392; 694; 5564;0.766413; 1.96062; 5.8015
1392; 694; 5568;0.766413; 1.96062; 5.8015
1392; 694; 5568;0.766413; 1.96062; 5.8015
1393; 695; 5568;0.766413; 1.96062; 5.8015
1393; 695; 5572;0.766413; 1.96062; 5.8015
1393; 695; 5572;0.766413; 1.96062; 5.8015
1394; 696; 5572;0.766413; 1.96062; 5.8015
1394; 696; 5576;0.766413; 1.96062; 5.8015
1394; 696; 5576;0.766413; 1.96062; 5.8015
1395; 697; 5576;0.766413; 1.96062; 5.8015
1395; 697; 5580;0.766413; 1.96062; 5.8015
1395; 697; 5580;0.766413; 1.96062; 5.8015
1396; 698; 5580;0.766413; 1.96062; 5.8015
1396; 698; 5584;0.766413; 1.96062; 5.8015
1396; 698; 5584;0.766413; 1.96062; 5.8015
1397; 699; 5584;0.766413; 1.96062; 5.8015
1397; 699; 5588;0.766413; 1.96062; 5.8015
1397; 699; 5588;0.766413; 1.96062; 5.8015
1398; 700; 5588;0.766413; 1.96062; 5.8015
1398; 700; 5592;0.766413; 1.96062; 5.8015
1398; 700; 5592;0.766413; 1.96062; 5.8015
1399; 701; 5592;0.766413; 1.96062; 5.8015
1399; 701; 5596;0.766413; 1.96062; 5.8015
1399; 701; 5596;0.766413; 1.96062; 5.8015
1400; 702; 5596;0.766413; 1.96062; 5.8015
1400; 702; 5600;0.766413; 1.96062; 5.8015
1400; 702; 5600;0.766413; 1.96062; 5.8015
1401; 703; 5600;0.766413; 1.96062; 5.8015
1401; 703; 5604;0.766413; 1.96062; 5.8015
1401; 703; 5604;0.766413; 1.96062; 5.8015
1402; 704; 5604;0.766413; 1.96062; 5.8015
1402; 704; 5608;0.766413; 1.96062; 5.8015
1402; 704; 5608;0.766413; 1.96062; 5.8015
1403; 705; 5608;0.766413; 1.96062; 5.8015
1403; 705; 5612;0.766413; 1.96062; 5.8015
1403; 705; 5612;0.766413; 1.96062; 5.8015
1404; 706; 5612;0.766413; 1.96062; 5.8015
1404; 706; 5616;0.766413; 1.96062; 5.8015
1404; 706; 5616;0.766413; 1.96062; 5.8015
1405; 707; 5616;0.766413; 1.96062; 5.8015
1405; 707; 5620;0.766413; 1.96062; 5.8015
1405; 707; 5620;0.766413; 1.96062; 5.8015
1406; 708; 5620;0.766413; 1.96062; 5.8015
1406; 708; 5624;0.766413; 1.96062; 5.8015
1406; 708; 5624;0.766413; 1.96062; 5.8015
1407; 709; 5624;0.766413; 1.96062; 5.8015
1407; 709; 5628;0.766413; 1.96062; 5.8015
1407; 709; 5628;0.766413; 1.96062; 5.8015
1408; 710; 5628;0.766413; 1.96062; 5.8015
1408; 710; 5632;0.766413; 1.96062; 5.8015
1408; 710; 5632;0.766413; 1.96062; 5.8015
1409; 711; 5632;0.766413; 1.96062; 5.8015
1409; 711; 5636;0.766413; 1.96062; 5.8015
1409; 711; 5636;0.766413; 1.96062; 5.8015
1410; 712; 5636;0.766413; 1.96062; 5.8015
1410; 712; 5640;0.766413; 1.96062; 5.8015
1410; 712; 5640;0.766413; 1.96062; 5.8015
1411; 713; 5640;0.766413; 1.96062; 5.8015
1411; 713; 5644;0.766413; 1.96062; 5.8015
1411; 713; 5644;0.766413; 1.96062; 5.8015
1412; 714; 5644;0.766413; 1.96062; 5.8015
1412; 714; 5648;0.766413; 1.96062; 5.8015
1412; 714; 5648;0.766413; 1.96062; 5.8015
1413; 715; 5648;0.766413; 1.96062; 5.8015
1413; 715; 5652;0.766413; 1.96062; 5.8015
1413; 715; 5652;0.766413; 1.96062; 5.8015
1414; 716; 5652;0.766413; 1.96062; 5.8015
1414; 716; 5656;0.766413; 1.96062; 5.8015
1414; 716; 5656;0.766413; 1.96062; 5.8015
1415; 717; 5656;0.766413; 1.96062; 5.8015
1415; 717; 5660;0.766413; 1.96062; 5.8015
1415; 717; 5660;0.766413; 1.96062; 5.8015
1416; 718; 5660;0.766413; 1.96062; 5.8015
1416; 718; 5664;0.766413; 1.96062; 5.8015
1416; 718; 5664;0.766413; 1.96062; 5.8015
1417; 719; 5664;0.766413; 1.96062; 5.8015
1417; 719; 5668;0.766413; 1.96062; 5.8015
1417; 719; 5668;0.766413; 1.96062; 5.8015
1418; 720; 5668;0.766413; 1.96062; 5.8015
1418; 720; 5672;0.766413; 1.96062; 5.8015
1418; 720; 5672;0.766413; 1.96062; 5.8015
1419; 721; 5672;0.766413; 1.96062; 5.8015
1419; 721; 5676;0.766413; 1.96062; 5.8015
1419; 721; 5676;0.766413; 1.96062; 5.8015
1420; 722; 5676;0.766413; 1.96062; 5.8015
1420; 722; 5680;0.766413; 1.96062; 5.8015
1420; 722; 5680;0.766413; 1.96062; 5.8015
1421; 723; 5680;0.766413; 1.96062; 5.8015
1421; 723; 5684;0.766413; 1.96062; 5.8015
1421; 723; 5684;0.766413; 1.96062; 5.8015
1422; 724; 5684;0.766413; 1.96062; 5.8015
1422; 724; 5688;0.766413; 1.96062; 5.8015
1422; 724; 5688;0.766413; 1.96062; 5.8015
1423; 725; 5688;0.766413; 1.96062; 5.8015
1423; 725; 5692;0.766413; 1.96062; 5.8015
1423; 725; 5692;0.766413; 1.96062; 5.8015
1424; 726; 5692;0.766413; 1.96062; 5.8015
1424; 726; 5696;0.766413; 1.96062; 5.8015
1424; 726; 5696;0.766413; 1.96062; 5.8015
1425; 727; 5696;0.766413; 1.96062; 5.8015
1425; 727; 5700;0.766413; 1.96062; 5.8015
1425; 727; 5700;0.766413; 1.96062; 5.8015
1426; 728; 5700;0.766413; 1.96062; 5.8015
1426; 728; 5704;0.766413; 1.96062; 5.8015
1426; 728; 5704;0.766413; 1.96062; 5.8015
1427; 729; 5704;0.766413; 1.96062; 5.8015
1427; 729; 5708;0.766413; 1.96062; 5.8015
1427; 729; 5708;0.766413; 1.96062; 5.8015
1428; 730; 5708;0.766413; 1.96062; 5.8015
1428; 730; 5712;0.766413; 1.96062; 5.8015
1428; 730; 5712;0.766413; 1.96062; 5.8015
1429; 731; 5712;0.766413; 1.96062; 5.8015
1429; 731; 5716;0.766413; 1.96062; 5.8015
1429; 731; 5716;0.766413; 1.96062; 5.8015
1430; 732; 5716;0.766413; 1.96062; 5.8015
1430; 732; 5720;0.766413; 1.96062; 5.8015
1430; 732; 5720;0.766413; 1.96062; 5.8015
1431; 733; 5720;0.766413; 1.96062; 5.8015
1431; 733; 5724;0.766413; 1.96062; 5.8015
1431; 733; 5724;0.766413; 1.96062; 5.8015
1432; 734; 5724;0.766413; 1.96062; 5.8015
1432; 734; 5728;0.766413; 1.96062; 5.8015
1432; 734; 5728;0.766413; 1.96062; 5.8015
1433; 735; 5728;0.766413; 1.96062; 5.8015
1433; 735; 5732;0.766413; 1.96062; 5.8015
1433; 735; 5732;0.766413; 1.96062; 5.8015
1434; 736; 5732;0.766413; 1.96062; 5.8015
1434; 736; 5736;0.766413; 1.96062; 5.8015
1434; 736; 5736;0.766413; 1.96062; 5.8015
1435; 737; 5736;0.766413; 1.96062; 5.8015
1435; 737; 5740;0.766413; 1.96062; 5.8015
1435; 737; 5740;0.766413; 1.96062; 5.8015
1436; 738; 5740;0.766413; 1.96062; 5.8015
1436; 738; 5744;0.766413; 1.96062; 5.8015
1436; 738; 5744;0.766413; 1.96062; 5.8015
1437; 739; 5744;0.766413; 1.96062; 5.8015
1437; 739; 5748;0.766413; 1.96062; 5.8015
1437; 739; 5748;0.766413; 1.96062; 5.8015
1438; 740; 5748;0.766413; 1.96062; 5.8015
1438; 740; 5752;0.766413; 1.96062; 5.8015
1438; 740; 5752;0.766413; 1.96062; 5.8015
1439; 741; 5752;0.766413; 1.96062; 5.8015
1439; 741; 5756;0.766413; 1.96062; 5.8015
1439; 741; 5756;0.766413; 1.96062; 5.8015
1440; 742; 5756;0.766413; 1.96062; 5.8015
1440; 742; 5760;0.766413; 1.96062; 5.8015
1440; 742; 5760;0.766413; 1.96062; 5.8015
1441; 743; 5760;0.766413; 1.96062; 5.8015
1441; 743; 5764;0.766413; 1.96062; 5.8015
1441; 743; 5764;0.766413; 1.96062; 5.8015
1442; 744; 5764;0.766413; 1.96062; 5.8015
1442; 744; 5768;0.766413; 1.96062; 5.8015
1442; 744; 5768;0.766413; 1.96062; 5.8015
1443; 745; 5768;0.766413; 1.96062; 5.8015
1443; 745; 5772;0.766413; 1.96062; 5.8015
1443; 745; 5772;0.766413; 1.96062; 5.8015
1444; 746; 5772;0.766413; 1.96062; 5.8015
1444; 746; 5776;0.766413; 1.96062; 5.8015
1444; 746; 5776;0.766413; 1.96062; 5.8015
1445; 747; 5776;0.766413; 1.96062; 5.8015
1445; 747; 5780;0.766413; 1.96062; 5.8015
1445; 747; 5780;0.766413; 1.96062; 5.8015
1446; 748; 5780;0.766413; 1.96062; 5.8015
1446; 748; 5784;0.766413; 1.96062; 5.8015
1446; 748; 5784;0.766413; 1.96062; 5.8015
1447; 749; 5784;0.766413; 1.96062; 5.8015
1447; 749; 5788;0.766413; 1.96062; 5.8015
1447; 749; 5788;0.766413; 1.96062; 5.8015
1448; 750; 5788;0.766413; 1.96062; 5.8015
1448; 750; 5792;0.766413; 1.96062; 5.8015
1448; 750; 5792;0.766413; 1.96062; 5.8015
1449; 751; 5792;0.766413; 1.96062; 5.8015
1449; 751; 5796;0.766413; 1.96062; 5.8015
1449; 751; 5796;0.766413; 1.96062; 5.8015
1450; 752; 5796;0.766413; 1.96062; 5.8015
1450; 752; 5800;0.766413; 1.96062; 5.8015
1450; 752; 5800;0.766413; 1.96062; 5.8015
1451; 753; 5800;0.766413; 1.96062; 5.8015
1451; 753; 5804;0.766413; 1.96062; 5.8015
1451; 753; 5804;0.766413; 1.96062; 5.8015
1452; 754; 5804;0.766413; 1.96062; 5.8015
1452; 754; 5808;0.766413; 1.96062; 5.8015
1452; 754; 5808;0.766413; 1.96062; 5.8015
1453; 755; 5808;0.766413; 1.96062; 5.8015
1453; 755; 5812;0.766413; 1.96062; 5.8015
1453; 755; 5812;0.766413; 1.96062; 5.8015
1454; 756; 5812;0.766413; 1.96062; 5.8015
1454; 756; 5816;0.766413; 1.96062; 5.8015
1454; 756; 5816;0.766413; 1.96062; 5.8015
1455; 757; 5816;0.766413; 1.96062; 5.8015
1455; 757; 5820;0.766413; 1.96062; 5.8015
1455; 757; 5820;0.766413; 1.96062; 5.8015
1456; 758; 5820;0.766413; 1.96062; 5.8015
1456; 758; 5824;0.766413; 1.96062; 5.8015
1456; 758; 5824;0.766413; 1.96062; 5.8015
1457; 759; 5824;0.766413; 1.96062; 5.8015
1457; 759; 5828;0.766413; 1.96062; 5.8015
1457; 759; 5828;0.766413; 1.96062; 5.8015
1458; 760; 5828;0.766413; 1.96062; 5.8015
1458; 760; 5832;0.766413; 1.96062; 5.8015
1458; 760; 5832;0.766413; 1.96062; 5.8015
1459; 761; 5832;0.766413; 1.96062; 5.8015
1459; 761; 5836;0.766413; 1.96062; 5.8015
1459; 761; 5836;0.766413; 1.96062; 5.8015
1460; 762; 5836;0.766413; 1.96062; 5.8015
1460; 762; 5840;0.766413; 1.96062; 5.8015
1460; 762; 5840;0.766413; 1.96062; 5.8015
1461; 763; 5840;0.766413; 1.96062; 5.8015
1461; 763; 5844;0.766413; 1.96062; 5.8015
1461; 763; 5844;0.766413; 1.96062; 5.8015
1462; 764; 5844;0.766413; 1.96062; 5.8015
1462; 764; 5848;0.766413; 1.96062; 5.8015
1462; 764; 5848;0.766413; 1.96062; 5.8015
1463; 765; 5848;0.766413; 1.96062; 5.8015
1463; 765; 5852;0.766413; 1.96062; 5.8015
1463; 765; 5852;0.766413; 1.96062; 5.8015
1464; 766; 5852;0.766413; 1.96062; 5.8015
1464; 766; 5856;0.766413; 1.96062; 5.8015
1464; 766; 5856;0.766413; 1.96062; 5.8015
1465; 767; 5856;0.766413; 1.96062; 5.8015
1465; 767; 5860;0.766413; 1.96062; 5.8015
1465; 767; 5860;0.766413; 1.96062; 5.8015
1466; 768; 5860;0.766413; 1.96062; 5.8015
1466; 768; 5864;0.766413; 1.96062; 5.8015
1466; 768; 5864;0.766413; 1.96062; 5.8015
1467; 769; 5864;0.766413; 1.96062; 5.8015
1467; 769; 5868;0.766413; 1.96062; 5.8015
1467; 769; 5868;0.766413; 1.96062; 5.8015
1468; 770; 5868;0.766413; 1.96062; 5.8015
1468; 770; 5872;0.766413; 1.96062; 5.8015
1468; 770; 5872;0.766413; 1.96062; 5.8015
1469; 771; 5872;0.766413; 1.96062; 5.8015
1469; 771; 5876;0.766413; 1.96062; 5.8015
1469; 771; 5876;0.766413; 1.96062; 5.8015
1470; 772; 5876;0.766413; 1.96062; 5.8015
1470; 772; 5880;0.766413; 1.96062; 5.8015
1470; 772; 5880;0.766413; 1.96062; 5.8015
1471; 773; 5880;0.766413; 1.96062; 5.8015
1471; 773; 5884;0.766413; 1.96062; 5.8015
1471; 773; 5884;0.766413; 1.96062; 5.8015
1472; 774; 5884;0.766413; 1.96062; 5.8015
1472; 774; 5888;0.766413; 1.96062; 5.8015
1472; 774; 5888;0.766413; 1.96062; 5.8015
1473; 775; 5888;0.766413; 1.96062; 5.8015
1473; 775; 5892;0.766413; 1.96062; 5.8015
1473; 775; 5892;0.766413; 1.96062; 5.8015
1474; 776; 5892;0.766413; 1.96062; 5.8015
1474; 776; 5896;0.766413; 1.96062; 5.8015
1474; 776; 5896;0.766413; 1.96062; 5.8015
1475; 777; 5896;0.766413; 1.96062; 5.8015
1475; 777; 5900;0.766413; 1.96062; 5.8015
1475; 777; 5900;0.766413; 1.96062; 5.8015
1476; 778; 5900;0.766413; 1.96062; 5.8015
1476; 778; 5904;0.766413; 1.96062; 5.8015
1476; 778; 5904;0.766413; 1.96062; 5.8015
1477; 779; 5904;0.766413; 1.96062; 5.8015
1477; 779; 5908;0.766413; 1.96062; 5.8015
1477; 779; 5908;0.766413; 1.96062; 5.8015
1478; 780; 5908;0.766413; 1.96062; 5.8015
1478; 780; 5912;0.766413; 1.96062; 5.8015
1478; 780; 5912;0.766413; 1.96062; 5.8015
1479; 781; 5912;0.766413; 1.96062; 5.8015
1479; 781; 5916;0.766413; 1.96062; 5.8015
1479; 781; 5916;0.766413; 1.96062; 5.8015
1480; 782; 5916;0.766413; 1.96062; 5.8015
1480; 782; 5920;0.766413; 1.96062; 5.8015
1480; 782; 5920;0.766413; 1.96062; 5.8015
1481; 783; 5920;0.766413; 1.96062; 5.8015
1481; 783; 5924;0.766413; 1.96062; 5.8015
1481; 783; 5924;0.766413; 1.96062; 5.8015
1482; 784; 5924;0.766413; 1.96062; 5.8015
1482; 784; 5928;0.766413; 1.96062; 5.8015
1482; 784; 5928;0.766413; 1.96062; 5.8015
1483; 785; 5928;0.766413; 1.96062; 5.8015
1483; 785; 5932;0.766413; 1.96062; 5.8015
1483; 785; 5932;0.766413; 1.96062; 5.8015
1484; 786; 5932;0.766413; 1.96062; 5.8015
1484; 786; 5936;0.766413; 1.96062; 5.8015
1484; 786; 5936;0.766413; 1.96062; 5.8015
1485; 787; 5936;0.766413; 1.96062; 5.8015
1485; 787; 5940;0.766413; 1.96062; 5.8015
1485; 787; 5940;0.766413; 1.96062; 5.8015
1486; 788; 5940;0.766413; 1.96062; 5.8015
1486; 788; 5944;0.766413; 1.96062; 5.8015
1486; 788; 5944;0.766413; 1.96062; 5.8015
1487; 789; 5944;0.766413; 1.96062; 5.8015
1487; 789; 5948;0.766413; 1.96062; 5.8015
1487; 789; 5948;0.766413; 1.96062; 5.8015
1488; 790; 5948;0.766413; 1.96062; 5.8015
1488; 790; 5952;0.766413; 1.96062; 5.8015
1488; 790; 5952;0.766413; 1.96062; 5.8015
1489; 791; 5952;0.766413; 1.96062; 5.8015
1489; 791; 5956;0.766413; 1.96062; 5.8015
1489; 791; 5956;0.766413; 1.96062; 5.8015
1490; 792; 5956;0.766413; 1.96062; 5.8015
1490; 792; 5960;0.766413; 1.96062; 5.8015
1490; 792; 5960;0.766413; 1.96062; 5.8015
1491; 793; 5960;0.766413; 1.96062; 5.8015
1491; 793; 5964;0.766413; 1.96062; 5.8015
1491; 793; 5964;0.766413; 1.96062; 5.8015
1492; 794; 5964;0.766413; 1.96062; 5.8015
1492; 794; 5968;0.766413; 1.96062; 5.8015
1492; 794; 5968;0.766413; 1.96062; 5.8015
1493; 795; 5968;0.766413; 1.96062; 5.8015
1493; 795; 5972;0.766413; 1.96062; 5.8015
1493; 795; 5972;0.766413; 1.96062; 5.8015
1494; 796; 5972;0.766413; 1.96062; 5.8015
1494; 796; 5976;0.766413; 1.96062; 5.8015
1494; 796; 5976;0.766413; 1.96062; 5.8015
1495; 797; 5976;0.766413; 1.96062; 5.8015
1495; 797; 5980;0.766413; 1.96062; 5.8015
1495; 797; 5980;0.766413; 1.96062; 5.8015
1496; 798; 5980;0.766413; 1.96062; 5.8015
1496; 798; 5984;0.766413; 1.96062; 5.8015
1496; 798; 5984;0.766413; 1.96062; 5.8015
1497; 799; 5984;0.766413; 1.96062; 5.8015
1497; 799; 5988;0.766413; 1.96062; 5.8015
1497; 799; 5988;0.766413; 1.96062; 5.8015
1498; 800; 5988;0.766413; 1.96062; 5.8015
1498; 800; 5992;0.766413; 1.96062; 5.8015
1498; 800; 5992;0.766413; 1.96062; 5.8015
1499; 801; 5992;0.766413; 1.96062; 5.8015
1499; 801; 5996;0.766413; 1.96062; 5.8015
1499; 801; 5996;0.766413; 1.96062; 5.8015
1500; 802; 5996;0.766413; 1.96062; 5.8015
1500; 802; 6000;0.766413; 1.96062; 5.8015
1500; 802; 6000;0.766413; 1.96062; 5.8015
1501; 803; 6000;0.766413; 1.96062; 5.8015
1501; 803; 6004;0.766413; 1.96062; 5.8015
1501; 803; 6004;0.766413; 1.96062; 5.8015
1502; 804; 6004;0.766413; 1.96062; 5.8015
1502; 804; 6008;0.766413; 1.96062; 5.8015
1502; 804; 6008;0.766413; 1.96062; 5.8015
1503; 805; 6008;0.766413; 1.96062; 5.8015
1503; 805; 6012;0.766413; 1.96062; 5.8015
1503; 805; 6012;0.766413; 1.96062; 5.8015
1504; 806; 6012;0.766413; 1.96062; 5.8015
1504; 806; 6016;0.766413; 1.96062; 5.8015
1504; 806; 6016;0.766413; 1.96062; 5.8015
1505; 807; 6016;0.766413; 1.96062; 5.8015
1505; 807; 6020;0.766413; 1.96062; 5.8015
1505; 807; 6020;0.766413; 1.96062; 5.8015
1506; 808; 6020;0.766413; 1.96062; 5.8015
1506; 808; 6024;0.766413; 1.96062; 5.8015
1506; 808; 6024;0.766413; 1.96062; 5.8015
1507; 809; 6024;0.766413; 1.96062; 5.8015
1507; 809; 6028;0.766413; 1.96062; 5.8015
1507; 809; 6028;0.766413; 1.96062; 5.8015
1508; 810; 6028;0.766413; 1.96062; 5.8015
1508; 810; 6032;0.766413; 1.96062; 5.8015
1508; 810; 6032;0.766413; 1.96062; 5.8015
1509; 811; 6032;0.766413; 1.96062; 5.8015
1509; 811; 6036;0.766413; 1.96062; 5.8015
1509; 811; 6036;0.766413; 1.96062; 5.8015
1510; 812; 6036;0.766413; 1.96062; 5.8015
1510; 812; 6040;0.766413; 1.96062; 5.8015
1510; 812; 6040;0.766413; 1.96062; 5.8015
