event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
119	1.11	Highway.node[6].appl	BrakingNoGui		0.0	0.0	5.0	6	18.6901	242.45	0.0	13.89
665	1.21	Highway.node[6].appl	BrakingNoGui		0.0	0.0	5.0	6	20.0791	242.45	-2.25601e-06	13.89
1211	1.31	Highway.node[6].appl	BrakingNoGui		-0.000550704	-0.00422962	5.0	6	21.4681	242.45	-8.02128e-06	13.89
1757	1.41	Highway.node[6].appl	BrakingNoGui		-0.00104169	-0.00197442	5.0	6	22.8571	242.45	-9.1473e-06	13.8899
2303	1.51	Highway.node[6].appl	BrakingNoGui		-0.00115038	-0.00161806	5.0	6	24.2461	242.45	-7.4175e-06	13.8898
2849	1.61	Highway.node[6].appl	BrakingNoGui		-0.000878179	0.00183044	5.0	6	25.635	242.45	-5.01139e-06	13.8897
3395	1.71	Highway.node[6].appl	BrakingNoGui		-0.000380353	0.00110202	5.0	6	27.024	242.45	-2.77126e-06	13.8896
3941	1.81	Highway.node[6].appl	BrakingNoGui		-0.000368537	-0.00128123	5.0	6	28.413	242.45	-2.28442e-06	13.8896
4487	1.91	Highway.node[6].appl	BrakingNoGui		-0.00042138	9.87121e-05	5.0	6	29.8019	242.45	-6.36971e-08	13.8895
5041	2.01	Highway.node[6].appl	BrakingNoGui		-0.000514711	-0.00168354	5.0	6	31.1909	242.45	6.63677e-06	13.8895
5587	2.11	Highway.node[6].appl	BrakingNoGui		-0.00085678	-0.00273783	5.0	6	32.5798	242.45	8.73944e-06	13.8894
6133	2.21	Highway.node[6].appl	BrakingNoGui		-0.000963073	0.000115228	5.0	6	33.9688	242.45	9.91612e-06	13.8893
6679	2.31	Highway.node[6].appl	BrakingNoGui		-0.00072496	5.79369e-05	5.0	6	35.3577	242.45	1.10011e-05	13.8892
7225	2.41	Highway.node[6].appl	BrakingNoGui		-0.000605429	-0.000595399	5.0	6	36.7466	242.45	4.55353e-06	13.8892
7771	2.51	Highway.node[6].appl	BrakingNoGui		-0.000471628	0.00102968	5.0	6	38.1355	242.45	-6.91622e-06	13.8891
8317	2.61	Highway.node[6].appl	BrakingNoGui		-0.000351378	-0.000750125	5.0	6	39.5244	242.45	-1.32537e-05	13.8891
