event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
115	1.11	Highway.node[2].appl	BrakingNoGui		0.0	0.0	5.0	2	54.6901	242.45	0.0	13.89
661	1.21	Highway.node[2].appl	BrakingNoGui		-0.000109059	-0.00127518	5.0	2	56.0791	242.45	-5.21427e-07	13.89
1207	1.31	Highway.node[2].appl	BrakingNoGui		-0.000594414	-0.00392609	5.0	2	57.4681	242.45	-3.96591e-06	13.89
1753	1.41	Highway.node[2].appl	BrakingNoGui		-0.00105889	-0.00202456	5.0	2	58.8571	242.45	-6.09579e-06	13.8899
2299	1.51	Highway.node[2].appl	BrakingNoGui		-0.00114022	-0.00140772	5.0	2	60.2461	242.45	3.02419e-06	13.8898
2845	1.61	Highway.node[2].appl	BrakingNoGui		-0.000841346	0.00196646	5.0	2	61.635	242.45	1.42893e-05	13.8897
3391	1.71	Highway.node[2].appl	BrakingNoGui		-0.000299653	0.0015297	5.0	2	63.024	242.45	2.03465e-05	13.8896
3937	1.81	Highway.node[2].appl	BrakingNoGui		-0.000284224	-0.00140752	5.0	2	64.413	242.45	9.67774e-06	13.8896
4483	1.91	Highway.node[2].appl	BrakingNoGui		-0.000408881	-0.000345857	5.0	2	65.8019	242.45	-5.72346e-06	13.8895
5037	2.01	Highway.node[2].appl	BrakingNoGui		-0.000567763	-0.00201278	5.0	2	67.1909	242.45	-1.20539e-05	13.8895
5583	2.11	Highway.node[2].appl	BrakingNoGui		-0.000912469	-0.00274599	5.0	2	68.5798	242.45	-1.06651e-05	13.8894
6129	2.21	Highway.node[2].appl	BrakingNoGui		-0.00096534	0.000311238	5.0	2	69.9688	242.45	-3.75653e-06	13.8893
6675	2.31	Highway.node[2].appl	BrakingNoGui		-0.000691302	0.000351626	5.0	2	71.3577	242.45	8.85608e-06	13.8892
7221	2.41	Highway.node[2].appl	BrakingNoGui		-0.000639189	-0.000937506	5.0	2	72.7466	242.45	1.47276e-05	13.8892
7767	2.51	Highway.node[2].appl	BrakingNoGui		-0.000477342	0.00121953	5.0	2	74.1355	242.45	1.20254e-05	13.8891
8313	2.61	Highway.node[2].appl	BrakingNoGui		-0.000332939	-0.00057986	5.0	2	75.5244	242.45	5.37633e-06	13.8891
8859	2.71	Highway.node[2].appl	BrakingNoGui		-0.000279914	0.000518377	5.0	2	76.9133	242.45	-3.31734e-06	13.8891
9405	2.81	Highway.node[2].appl	BrakingNoGui		-7.75638e-05	0.0011629	5.0	2	78.3022	242.45	-4.26229e-06	13.889
9951	2.91	Highway.node[2].appl	BrakingNoGui		-0.000109434	-0.00154323	5.0	2	79.6911	242.45	2.12888e-06	13.889
10505	3.01	Highway.node[2].appl	BrakingNoGui		-0.000369644	-0.00109589	5.0	2	81.08	242.45	5.61229e-06	13.889
11051	3.11	Highway.node[2].appl	BrakingNoGui		-0.000336827	0.000484465	5.0	2	82.4689	242.45	8.6533e-06	13.889
11597	3.21	Highway.node[2].appl	BrakingNoGui		-0.000339898	-0.00131623	5.00001	2	83.8578	242.45	6.00871e-06	13.8889
12143	3.31	Highway.node[2].appl	BrakingNoGui		-0.0004873	-0.000584832	5.00001	2	85.2467	242.45	-2.55564e-06	13.8889
12689	3.41	Highway.node[2].appl	BrakingNoGui		-0.000282468	0.00132437	5.00001	2	86.6356	242.45	-3.8618e-06	13.8888
13235	3.51	Highway.node[2].appl	BrakingNoGui		5.37446e-05	0.00170922	5.00001	2	88.0245	242.45	9.14813e-07	13.8888
13781	3.61	Highway.node[2].appl	BrakingNoGui		0.000319745	0.0012772	5.00001	2	89.4134	242.45	9.50689e-06	13.8889
14327	3.71	Highway.node[2].appl	BrakingNoGui		0.000413933	0.00039611	5.00001	2	90.8023	242.45	1.19512e-05	13.8889
14873	3.81	Highway.node[2].appl	BrakingNoGui		0.000230308	-0.00107256	5.00001	2	92.1912	242.45	4.57808e-06	13.8889
15419	3.91	Highway.node[2].appl	BrakingNoGui		-8.71061e-05	-0.00158537	5.00001	2	93.5801	242.45	-3.37357e-06	13.8889
