event	time	node	configname	*.prio	acceleration	controllerAcceleration	distance	nodeId	posx	posy	relativeSpeed	speed
117	1.11	Highway.node[4].appl	BrakingNoGui		0.0	0.0	5.0	4	36.6901	242.45	0.0	13.89
663	1.21	Highway.node[4].appl	BrakingNoGui		0.0	0.0	5.0	4	38.0791	242.45	-3.18741e-06	13.89
1209	1.31	Highway.node[4].appl	BrakingNoGui		-0.000550989	-0.0042353	5.0	4	39.4681	242.45	-1.0477e-05	13.89
1755	1.41	Highway.node[4].appl	BrakingNoGui		-0.00103113	-0.00192382	5.0	4	40.8571	242.45	-9.29002e-06	13.8899
2301	1.51	Highway.node[4].appl	BrakingNoGui		-0.00114147	-0.00162246	5.0	4	42.2461	242.45	-2.53393e-06	13.8898
2847	1.61	Highway.node[4].appl	BrakingNoGui		-0.000877576	0.00180458	5.0	4	43.635	242.45	5.1361e-06	13.8897
3393	1.71	Highway.node[4].appl	BrakingNoGui		-0.000403161	0.00100365	5.0	4	45.024	242.45	8.76112e-06	13.8896
3939	1.81	Highway.node[4].appl	BrakingNoGui		-0.000386449	-0.00124318	5.0	4	46.413	242.45	8.31108e-06	13.8896
4485	1.91	Highway.node[4].appl	BrakingNoGui		-0.000425688	0.000162617	5.0	4	47.8019	242.45	4.18117e-06	13.8895
5039	2.01	Highway.node[4].appl	BrakingNoGui		-0.000514909	-0.00168791	5.0	4	49.1909	242.45	-1.76556e-06	13.8895
5585	2.11	Highway.node[4].appl	BrakingNoGui		-0.000836912	-0.00267672	5.0	4	50.5798	242.45	-6.13615e-06	13.8894
6131	2.21	Highway.node[4].appl	BrakingNoGui		-0.000931433	0.000150429	5.0	4	51.9688	242.45	-5.7225e-06	13.8893
6677	2.31	Highway.node[4].appl	BrakingNoGui		-0.000715658	-6.10886e-05	5.0	4	53.3577	242.45	-2.06485e-06	13.8892
7223	2.41	Highway.node[4].appl	BrakingNoGui		-0.00069558	-0.00103132	5.0	4	54.7466	242.45	3.28358e-06	13.8892
7769	2.51	Highway.node[4].appl	BrakingNoGui		-0.000505538	0.00136315	5.0	4	56.1355	242.45	6.36725e-06	13.8891
8315	2.61	Highway.node[4].appl	BrakingNoGui		-0.000323196	-0.000428406	5.0	4	57.5244	242.45	5.39677e-06	13.8891
8861	2.71	Highway.node[4].appl	BrakingNoGui		-0.000240348	0.000674055	5.0	4	58.9133	242.45	1.59132e-06	13.889
9407	2.81	Highway.node[4].appl	BrakingNoGui		3.18251e-05	0.00146268	5.0	4	60.3022	242.45	-7.1583e-06	13.889
9953	2.91	Highway.node[4].appl	BrakingNoGui		-8.98209e-05	-0.00210169	5.0	4	61.6912	242.45	-1.41965e-05	13.889
10507	3.01	Highway.node[4].appl	BrakingNoGui		-0.000435095	-0.0013809	5.0	4	63.0801	242.45	-1.06849e-05	13.889
11053	3.11	Highway.node[4].appl	BrakingNoGui		-0.000425758	0.000374269	5.0	4	64.469	242.45	-1.3653e-06	13.889
11599	3.21	Highway.node[4].appl	BrakingNoGui		-0.000392147	-0.00117669	5.0	4	65.8578	242.45	6.77826e-06	13.8889
12145	3.31	Highway.node[4].appl	BrakingNoGui		-0.000487934	-0.000137396	5.0	4	67.2467	242.45	1.06774e-05	13.8889
12691	3.41	Highway.node[4].appl	BrakingNoGui		-0.00023704	0.00142803	5.0	4	68.6356	242.45	7.19601e-06	13.8888
13237	3.51	Highway.node[4].appl	BrakingNoGui		0.000173688	0.00199564	5.0	4	70.0245	242.45	-4.39134e-06	13.8888
13783	3.61	Highway.node[4].appl	BrakingNoGui		0.000358165	0.000761185	5.0	4	71.4134	242.45	-1.47846e-05	13.8889
14329	3.71	Highway.node[4].appl	BrakingNoGui		0.000384278	-1.92604e-05	5.0	4	72.8023	242.45	-1.49265e-05	13.8889
